3.721	10.985
5.153	12.565
7.110	14.109
6.448	14.951
13.941	16.570
12.663	18.861
11.920	20.614
19.428	21.873
18.825	24.877
21.974	24.956
21.972	25.326
22.761	27.971
23.474	29.122
23.705	30.581
23.306	30.604
28.846	31.103
30.560	31.341
27.074	32.992
32.457	34.268
35.292	41.803
39.861	43.700
42.304	46.190
46.813	51.562
51.164	53.263
53.153	56.721
48.010	57.166
56.787	58.627
53.402	58.957
59.162	61.129
56.879	62.652
60.878	66.026
60.952	66.123
61.262	66.988
61.761	67.794
63.607	69.844
61.216	70.491
63.162	70.806
69.318	71.528
68.741	72.154
70.594	72.674
68.621	73.321
71.340	73.889
72.985	74.760
73.078	76.743
73.947	77.667
77.026	78.293
75.955	78.674
77.840	79.604
82.006	83.895
84.426	86.101
85.605	86.826
88.305	90.964
86.941	91.326
94.470	100.179
92.464	101.799
95.497	101.934
98.024	102.981
99.898	103.991
98.230	105.042
103.042	106.846
98.887	107.804
105.146	107.953
105.183	108.847
111.039	116.276
113.805	117.325
118.931	119.988
118.465	120.725
119.742	123.228
122.364	124.872
123.664	125.394
121.680	125.914
125.145	126.382
126.216	129.357
132.298	134.540
129.892	134.705
136.794	140.772
144.137	145.312
146.908	147.480
148.372	150.517
150.646	156.118
152.585	158.147
151.251	158.627
153.366	159.535
153.049	160.827
159.714	161.484
151.383	161.787
154.735	162.551
161.932	163.345
162.836	164.827
153.694	166.864
166.668	168.828
167.178	169.092
167.980	169.384
162.764	170.046
166.530	170.317
174.902	178.617
176.608	180.797
185.928	189.895
187.461	190.779
190.593	193.873
193.792	195.063
195.206	197.533
201.062	202.561
200.934	203.480
204.605	205.240
205.959	210.332
207.265	211.181
206.287	212.084
207.331	213.247
208.924	214.491
212.273	214.939
210.272	215.968
214.219	218.609
217.432	223.122
220.756	223.237
223.803	226.412
226.920	229.767
229.948	232.001
228.252	234.560
235.069	236.580
234.341	237.596
240.194	243.581
243.167	245.115
248.051	248.650
245.486	251.310
248.110	252.750
251.529	254.074
252.002	255.488
255.922	256.671
251.987	256.787
262.319	266.305
263.601	269.888
265.622	271.571
270.624	273.635
271.312	274.369
271.354	275.071
267.361	275.250
274.981	276.388
272.954	277.123
280.930	282.055
283.535	284.497
284.808	289.726
286.442	293.070
287.460	293.752
290.696	293.960
293.098	295.078
288.668	296.000
296.025	297.974
298.475	301.674
299.262	301.751
300.755	303.158
299.004	304.904
303.147	305.130
301.338	305.886
304.335	306.741
306.042	308.315
303.978	308.472
308.747	310.374
308.055	311.631
311.135	312.660
313.342	314.955
314.761	316.539
314.637	317.262
316.723	319.558
316.702	319.560
319.041	321.508
322.210	323.341
321.531	324.480
323.765	326.595
322.579	326.735
319.125	330.656
328.589	331.227
331.878	332.839
338.039	338.393
337.506	338.932
340.072	342.154
342.513	345.664
343.384	345.722
351.392	353.526
352.010	353.753
354.136	356.974
349.652	358.122
361.195	364.848
362.025	365.860
362.805	365.879
362.895	367.299
363.311	368.551
364.060	369.980
366.553	370.646
367.789	371.545
375.505	376.333
376.875	378.918
375.713	380.214
380.411	381.323
381.826	383.756
382.276	385.619
380.685	385.844
383.812	386.311
386.872	388.583
387.542	391.306
388.990	392.116
389.242	394.211
391.673	395.230
392.223	396.330
394.203	397.415
395.814	397.634
396.251	402.093
396.092	402.353
397.937	404.842
401.324	405.110
404.802	406.175
405.299	408.996
403.307	409.063
411.429	414.343
415.106	415.691
412.029	415.895
417.699	421.963
420.287	422.774
421.342	423.809
421.014	424.497
421.434	425.195
422.051	426.404
423.901	428.736
427.274	429.383
426.222	429.613
421.563	430.855
422.848	432.199
431.336	433.537
432.182	435.559
432.138	435.973
434.484	437.376
436.306	438.049
438.896	439.769
438.204	441.029
438.148	441.398
441.556	443.067
442.553	446.033
450.126	452.758
452.449	454.852
453.819	455.222
456.102	458.813
458.420	459.821
466.095	470.735
466.894	473.819
469.441	474.796
474.035	475.822
477.425	481.751
479.390	482.225
488.149	488.347
488.418	494.692
494.282	499.281
495.079	501.130
498.123	501.517
495.312	503.302
494.697	503.620
507.511	512.472
509.128	515.479
512.264	515.890
514.428	519.329
520.401	522.708
523.661	524.689
529.334	532.459
530.708	536.282
532.539	538.953
531.350	541.299
535.827	542.110
541.742	542.440
541.552	546.113
540.970	547.428
544.616	547.581
545.602	548.900
549.194	550.616
549.145	550.917
550.863	551.506
551.098	554.553
554.827	560.468
563.137	566.017
564.948	566.962
565.216	568.788
568.104	570.617
569.724	575.967
570.569	576.512
573.925	577.700
574.848	580.848
576.610	581.403
580.015	582.577
580.561	582.597
582.690	584.933
574.511	586.085
586.126	588.307
587.243	590.071
589.441	590.807
593.783	594.597
588.679	595.144
594.529	596.535
597.014	599.341
597.125	601.297
599.419	601.742
600.304	602.056
599.357	602.344
602.219	603.902
603.834	606.656
604.548	607.445
603.940	609.440
605.360	610.431
610.155	611.513
611.100	612.224
611.484	615.321
615.706	620.257
620.744	621.459
620.083	621.538
624.958	627.819
626.622	629.305
631.086	633.339
631.323	636.911
633.089	638.058
627.610	638.497
634.613	638.953
632.279	639.373
641.379	643.153
641.889	643.933
644.560	646.171
645.101	647.130
643.630	653.797
651.756	654.020
654.256	656.872
655.607	657.445
655.255	660.015
666.669	670.413
667.516	673.851
672.069	675.552
670.317	676.083
674.050	677.356
673.198	678.314
675.176	678.897
677.831	679.550
677.460	680.559
681.249	685.158
683.770	687.595
688.465	690.752
687.626	692.436
693.330	699.225
697.578	705.883
701.312	706.960
699.011	709.730
703.750	710.975
706.070	711.340
705.834	712.225
710.534	712.570
709.224	713.670
711.120	716.062
712.769	716.547
717.841	721.677
722.060	723.958
724.522	725.207
725.505	730.982
730.809	732.367
732.223	733.736
735.804	738.154
736.204	741.018
739.766	741.315
740.766	745.495
741.287	746.707
741.586	749.369
743.222	749.391
746.038	751.230
747.688	751.845
747.678	751.969
749.031	753.035
749.947	754.132
748.197	755.562
756.331	758.462
755.441	759.578
757.357	759.755
758.293	761.948
760.625	761.981
761.416	763.678
761.183	765.968
759.318	768.015
771.496	773.238
769.244	774.798
773.799	776.493
774.398	777.211
774.638	779.525
774.727	779.926
777.162	783.023
774.315	783.229
777.024	783.667
776.583	783.704
778.124	784.283
781.024	785.168
783.457	787.367
786.859	789.015
785.907	789.131
785.270	789.525
788.278	790.938
789.375	791.219
788.544	792.023
790.192	792.470
792.637	793.832
791.514	794.069
791.502	795.546
793.304	797.931
800.243	801.430
803.041	804.917
801.701	805.911
801.776	806.904
804.032	811.330
808.405	811.574
811.639	812.740
808.810	813.524
809.948	815.586
816.435	818.286
816.346	819.231
818.876	821.381
816.942	821.492
819.758	823.624
823.500	825.693
818.051	825.944
826.285	830.486
827.841	831.307
828.306	833.181
829.659	833.488
831.231	835.822
829.366	836.260
831.200	837.449
834.021	839.138
838.590	839.706
834.618	840.498
835.114	840.571
833.964	840.994
841.868	843.584
840.562	846.426
847.336	848.056
843.007	848.807
847.971	849.345
852.048	853.711
851.220	853.951
852.092	854.904
862.750	865.805
862.891	866.446
864.655	868.727
867.875	873.441
865.509	873.907
870.610	877.789
874.990	883.317
877.926	885.093
871.467	885.300
882.507	886.857
880.377	887.297
884.025	889.871
881.069	890.324
895.457	896.498
897.856	900.710
898.484	901.994
900.071	905.867
903.858	906.097
906.941	908.649
907.953	910.116
907.691	910.612
911.253	912.378
917.537	918.699
914.733	920.320
918.199	922.614
918.892	923.379
920.497	923.779
918.319	923.921
924.491	928.312
923.933	929.499
924.859	929.892
928.904	933.124
932.025	934.153
933.434	935.114
933.705	935.550
935.073	936.392
936.638	938.845
936.082	939.779
938.070	940.105
933.876	942.906
941.080	943.643
942.505	943.778
944.152	945.880
943.707	947.477
943.420	948.598
946.301	949.836
945.442	950.327
948.679	951.913
952.386	953.561
953.811	958.492
957.654	959.883
956.818	959.920
957.904	960.513
957.761	963.863
961.472	965.484
961.063	965.938
964.812	969.525
966.683	971.471
970.136	971.779
971.012	974.610
973.934	975.143
974.402	977.362
974.796	977.520
976.675	980.714
982.018	983.663
976.564	983.726
986.975	991.796
987.803	992.885
992.968	994.853
988.445	996.913
993.195	997.344
