5.316	57.580
7.362	59.774
9.211	61.545
10.157	61.873
19.915	63.492
18.090	66.297
17.029	67.822
27.755	68.742
26.892	69.545
31.389	71.176
31.392	71.724
32.516	72.639
33.864	75.459
33.534	75.519
33.295	76.823
41.208	77.501
43.657	77.583
46.368	79.311
38.677	80.480
56.944	83.151
50.417	84.094
60.435	84.366
73.091	86.067
66.875	87.900
75.933	89.525
76.289	90.136
81.124	90.985
84.517	92.953
68.586	93.250
81.256	94.161
87.074	96.721
87.518	97.683
86.968	97.849
87.452	98.774
88.231	99.355
90.867	102.356
90.232	102.439
98.030	104.055
99.025	104.123
98.201	105.770
100.848	106.134
101.914	106.672
104.264	107.545
104.397	109.799
105.638	110.392
108.508	111.227
110.037	111.304
111.200	112.964
117.151	119.040
120.608	122.283
122.292	123.514
124.201	128.587
126.150	128.809
136.425	138.180
134.957	140.666
132.092	141.427
140.035	142.519
142.711	143.720
140.329	143.909
141.267	147.297
147.202	150.057
150.262	152.263
150.208	153.015
158.628	163.865
162.579	166.098
169.902	170.959
169.236	171.496
171.061	174.300
174.806	176.450
176.663	177.185
173.829	178.063
178.779	179.767
180.309	183.450
185.560	190.373
188.996	191.239
195.420	199.398
205.909	207.085
209.869	210.440
211.960	214.105
216.073	218.582
217.978	220.346
215.209	220.680
216.262	221.797
219.094	222.166
218.642	223.588
221.050	226.091
228.163	229.933
219.563	230.514
231.331	232.745
232.623	234.613
232.519	239.802
238.097	240.257
239.972	241.661
237.901	241.687
238.825	241.716
249.860	253.575
252.298	256.486
265.612	269.579
267.802	271.120
272.275	275.556
276.846	278.117
278.866	281.193
287.232	288.731
287.048	289.594
292.293	292.928
296.093	296.942
294.227	298.600
296.187	299.008
294.696	300.493
298.463	301.007
300.389	304.092
303.248	304.940
306.028	310.145
310.617	316.307
315.365	317.846
319.719	322.328
324.172	327.019
328.498	330.551
326.074	332.382
335.813	337.324
334.773	338.028
343.135	346.521
347.381	349.330
354.358	354.958
350.695	356.519
354.443	358.543
360.002	361.416
359.327	361.872
359.982	364.018
365.603	366.351
374.741	378.727
376.573	382.860
379.460	384.727
381.944	387.307
387.589	388.323
387.648	388.351
386.606	388.670
389.935	391.987
392.830	393.967
401.329	402.453
405.050	406.012
406.869	411.787
409.203	412.547
410.657	412.966
412.383	415.924
415.280	416.170
418.711	420.037
422.893	424.842
426.393	429.592
427.517	430.006
429.650	431.134
427.149	433.049
430.482	434.617
433.068	435.040
434.765	436.376
434.254	437.822
437.203	439.476
441.067	442.694
440.079	443.655
444.478	446.003
447.631	449.244
449.659	451.437
449.481	452.107
452.432	455.290
452.461	455.296
455.773	458.240
460.301	461.431
459.330	462.279
462.521	464.636
460.827	464.825
455.893	466.991
469.413	472.051
474.111	475.072
482.913	483.267
482.151	483.577
485.817	487.899
489.304	492.456
490.548	492.887
502.872	503.098
501.988	504.123
499.503	507.973
505.909	508.746
518.292	519.323
515.993	519.646
518.422	520.762
517.178	521.014
519.016	522.318
520.085	523.443
523.647	526.488
525.412	528.406
536.436	537.263
538.392	540.435
536.733	541.233
543.444	544.357
545.466	547.396
546.108	547.971
543.836	548.995
548.303	548.995
552.675	554.385
553.631	557.396
555.701	558.826
556.060	558.965
560.318	562.437
559.533	562.647
563.147	565.333
565.449	566.752
566.073	570.533
565.846	570.783
568.481	571.230
573.321	576.078
578.289	579.354
576.153	580.374
578.999	581.821
587.755	590.670
588.612	592.479
593.009	593.594
596.713	600.977
600.409	602.897
601.917	602.952
601.449	603.983
602.048	604.282
602.930	605.192
605.573	607.967
602.233	609.310
604.069	610.467
610.391	611.037
608.888	612.097
616.195	618.395
617.403	620.780
617.339	621.175
620.691	623.584
623.294	625.037
626.995	627.867
626.005	628.831
625.926	629.176
630.794	632.306
632.219	635.699
643.038	645.670
646.355	648.759
648.313	649.715
651.575	654.285
654.885	656.287
665.850	670.490
666.992	673.917
670.630	674.690
677.193	678.979
682.035	686.362
684.843	687.678
697.356	697.554
697.741	704.014
707.256	708.689
706.117	710.706
706.711	711.050
707.589	711.912
711.605	712.809
725.016	729.977
727.326	733.677
731.806	735.224
734.898	738.747
743.430	745.737
748.088	749.116
756.191	759.317
758.155	761.977
760.770	763.441
759.071	764.662
765.468	770.038
773.918	774.248
773.646	778.207
772.814	779.272
778.023	780.988
779.432	782.219
784.563	785.985
784.492	786.265
786.947	787.590
787.283	790.737
792.610	798.251
804.481	807.362
807.069	808.014
807.451	809.278
811.578	813.406
815.098	816.887
813.891	819.241
819.893	821.626
821.212	824.360
823.728	826.206
820.730	830.303
828.593	830.322
829.372	830.566
832.415	834.658
837.323	839.504
838.918	841.746
842.059	843.425
840.970	847.435
848.262	849.075
849.327	851.334
852.878	855.204
853.036	857.208
857.577	858.336
856.313	858.636
856.224	859.211
860.312	861.995
862.619	865.442
863.640	866.537
862.771	868.272
864.800	869.217
871.650	873.008
873.000	874.125
873.549	877.385
879.580	884.131
885.833	887.288
886.778	887.492
892.797	895.658
895.174	897.857
901.551	903.805
901.890	905.462
904.412	906.609
903.255	906.855
896.586	907.264
906.590	908.284
916.255	918.030
916.984	919.028
920.800	922.411
921.573	923.602
919.472	929.639
931.080	933.344
934.651	937.267
936.581	938.419
936.078	940.838
952.384	956.128
953.595	957.033
957.595	961.162
960.099	961.800
962.928	964.201
961.711	964.472
964.537	966.365
968.330	969.566
967.800	970.899
973.213	977.122
976.814	980.639
983.521	985.809
982.323	987.133
990.471	996.367
